theme_name,set_name,prod_long_desc,list_price,piece_count,ages,review_difficulty
Disney™,Castle Interior Kit,"Make your castle fit for a princess with this LEGO® l Disney Castle Interior Kit, featuring small, buildable castle furniture and household items, assorted decorative accessory elements, a fabric rug and blanket, plus decorative stickers. Rebuild the furniture to make alternative items using the pictures for inspiration. Use this kit to customize your LEGO® l Disney building toys and inspire even more role-play fun.
Features small, buildable castle furniture and household items, assorted decorative accessory elements, a fabric rug and blanket, plus a sheet of decorative stickers.
Rebuild the furniture to create alternative items.
Transform the interiors of your existing LEGO® l Disney models.
Combine with the 40388 Mini-Doll Dress-Up Kit to create even more play possibilities for your LEGO® l Disney sets.",9.99,115.0,6+,Easy
Disney™,Mini-Doll Dress-Up Kit,"Kit out your mini-doll figures in Disney Princess style with the LEGO® l Disney Mini-Doll Dress-Up Kit, featuring a buildable sewing machine, dressing table, vanity table with chair and a clothes rack, plus assorted accessory elements. Use this kit to customize your LEGO® l Disney sets and inspire even more role-play fun.
Features various small builds including a sewing studio with buildable sewing machine, dressing table, vanity table with chair, clothes rack, 4 fabric capes and a fabric skirt to fit a mini-doll (not included), plus assorted accessory elements.
The perfect addition to your LEGO® l Disney play sets.
Combine with the 40307 Castle Interior Kit to create even more play possibilities for your LEGO® l Disney sets.",9.99,80.0,6+,Easy
Disney™,Anna & Kristoff’s Sleigh Adventure,"Enter the world of Disney Frozen on an exciting sleigh ride with Anna and Kristoff. Whether you're traveling through the snow or shopping for winter supplies at Wandering Oaken's Trading Post, Kristoff's sleigh allows you to reenact memorable scenes from the film and create new stories of your own. Includes Anna and Kristoff mini-doll figures plus Sven the reindeer.
LEGO Disney Frozen building toys are compatible with all LEGO construction sets for creative building
Sleigh measures over 2” high, 6” long and 2” wide. Wandering Oaken's Trading Post measures over 3” high, 3” wide and 1” deep. Barn fascia measures over 2” high, 3” wide and 1” deep.
174 pieces – For boys and girls between the ages of 5 and 12 years old",29.99,174.0,5-12,Easy
Disney™,Moana’s Island Adventure,"Explore the beautiful world of Disney’s Moana with Moana’s Island Adventure. Recreate memorable scenes from the movie as Moana learns about the legends of her ancestors, finds the heart of Te Fiti and plays the drums in the cave. Then create new adventures of your own, living out island life in and around her house with Pua her pet pig. Includes a Moana mini-doll, plus Pua the pig.
LEGO Disney Moana building toys are compatible with all LEGO construction sets for creative building
Moana’s house measures over 5” high, 9” wide and 3” deep. Cave area with waterfall measures over 3” high, 4” wide and 1” deep
205 pieces – For boys and girls between the ages of 5 and 12 years old",24.99,205.0,5-12,Challenging
Disney™,Palace Pets Royal Castle,"With LEGO® Disney Whisker Haven Tales with the Palace Pets™ you can play with and care for these beloved royal pets within the much-loved Disney Princess environment. Whisker Haven is a magical land where the pets can meet and play together. Build the Palace Pets Royal Castle with its golden roof and customizable towers, then throw a royal ball with your own touch of fairytale magic.
Includes Dreamy (Princess Aurora's cat) and Windflower (Pocahontas' raccoon).
Palace Pets Royal Castle features a 2-story building with a golden roof, 2 towers, dining area, music room, revolving dance floor and a garden lookout.
Prepare the castle for a grand ball and lay out the delicious cake.
Put on a show in the music room then party on the revolving dance floor!
Place each Palace Pet in its own special spot for a good night's sleep.
Palace Pets Royal Castle measures over 6” (16cm) high, 5” (13cm) wide and 5” (13cm) deep.
The towers of Palace Pets Royal Castle are interchangeable with special parts of 41069 Treasure's Day at the Pool, 41140 Daisy's Beauty Salon and 41141 Pumpkin's Royal Carriage for a customizable Palace Pets play experience.",19.99,186.0,5-12,Easy
Disney™,Anna's Snow Adventure,"Enter the world of Disney Frozen and join Anna as she takes a break on her journey to visit her sister. With a feeding station for her horse and a campfire to make hot chocolate, they have everything they need to rest and refuel. The sleeping shelter has an opening function for easy play inside. Includes an Anna mini-doll, plus her horse.
Includes an Anna mini-doll figure in coronation outfit, plus her horse.
Features a shelter with an opening roof and a bed, a horse feeding station with hay bales to sit on, and a campfire.
Feed the horse, enjoy the campfire and make some hot chocolate.
Get a good night's sleep, then put the saddle on Anna's horse and continue your adventures!
Accessory elements include a map, chocolate and a cup.
This set offers an age-appropriate build and play experience for ages 5-12.
Shelter measures over 2” (7cm) high, 3” (10cm) wide and 3” (8cm) deep.
Horse feeding station measures over 3” (8cm) high, 3” (8cm) wide and 1” (3cm) deep.",19.99,153.0,5-12,Easy
Marvel Super Heroes,The Hulkbuster: Ultron Edition,"Build and display this superhero toy—a highly detailed LEGO® brick version of the Hulkbuster mech, featuring a rotating torso, posable fingers, arms, legs and feet, and glow-in-the-dark elements. Choose from 2 interchangeable left arms, including a jackhammer arm with punching function, and activate the LEGO light brick in the chest. This LEGO Marvel Super Heroes The Hulkbuster: Ultron Edition set also includes a display platform with alternate attachment points for posable robotic construction arms and a desk, plus a new-for-March-2018 Iron Man Mark 43 minifigure.
Includes a new-for-March-2018 Iron Man Mark 43 minifigure.
Hulkbuster features a flip-up head, rotating torso, posable fingers, arms, legs and feet, LEGO® light brick in the chest, 2 interchangeable left arms—a standard arm or jackhammer arm with punching function and 12 glow-in-the-dark elements.
Activate the chest light by pressing the button on the Hulkbuster's back.
Platform features a flip-up Hulkbuster information plate, plus 8 alternative attachment points for 2 posable robotic construction arms and a desk with 2 attached computer screen elements and space for the buildable hotrod car and buildable Veronica satellite.
Clip the spare Hulkbuster arm to either of the robotic construction arms for neat display.
Also includes a fire extinguisher element.
This superhero toy is suitable for ages 14+.
Hulkbuster measures over 9” (25cm) high, 3” (10cm) long and 8” (22cm) wide.
Platform (without attachable arms/desk) measures over 7” (19cm) wide, 8” (21cm) deep and under 1” (2cm) high.",119.99,1363.0,14+,Average
Marvel Super Heroes,Sanctum Sanctorum Showdown,"Stage a LEGO® Marvel Super Heroes 76108 Sanctum Sanctorum Showdown between Iron Spider-Man, Iron Man and Doctor Strange and the super villains. This all-action set features a foldable, 3-level New York City building including Doctor Strange’s Sanctum Sanctorum, with an exploding wall function and hidden Infinity Stone element, plus a pizzeria and Peter Parker's apartment, both with exploding window functions. The rooftop has a minifigure-launch function and a water tower with minifigure-winch function for Iron Spider-Man. This superhero toy also includes a detachable street corner scene, plus 4 minifigures and a big figure with weapons and 20 Power Burst elements.
Includes 4 minifigures: Iron Spider-Man, Iron Man, Doctor Strange and Ebony Maw, plus a Cull Obsidian big figure.
This set features a 3-level New York City building including the Sanctum Sanctorum, pizzeria, Peter Parker’s apartment, 2 fire escapes, rooftop water tower, plus a detachable street corner scene.
Fold the building in or out and attach the street corner in different places for alternative formations.
Sanctum Sanctorum features an entrance hall with an opening door, weapon rack with an axe and sword, and an armchair; library with an exploding wall function, hidden Infinity Stone element and stand, bookshelves, opening chest with 2 daggers inside and weapon rack with a staff and spear; and Doctor Strange’s top-floor office with a new-for-March-2018 decorated Sanctum Sanctorum window, desk, bookshelves and buildable candlestick.
Explode the wall to reveal the Infinity Stone.
Peter Parker's apartment features an office with a desk and assorted elements including a computer, lamp and boxes, and a bedroom with a trapdoor function, exploding window function, bed and pizza element.
Explode the window to reveal the spider web on the building wall.
Pizzeria features an opening door, exploding window function, pizza oven, buildable shawarma and assorted elements including a pizza, pizza peel and fire extinguisher.
Rooftop features a minifigure-launch function and water tower with winch function to send Iron Spider-Man in and out of battle on a ‘spider web string’.
Street corner features a newspaper stand with newspaper elements, trash can and assorted elements including a spider web with Iron Spider-Man’s cell phone and a pizza slice.
The new-for-March-2018 Cull Obsidian big figure comes with 2 buildable hammers.
Weapons include Iron Spider-Man's Power Blast and Ebony Maw's Power Blast.
Iron Spider-Man comes with a backplate with 4 leg elements.
Also includes 10 assorted translucent-blue and 10 assorted translucent-orange Power Burst elements to customize your builds and minifigures.
The Iron Man, Iron Spider-Man and Ebony Maw minifigures are new for March 2018.
Recreate thrilling scenes from the Marvel Super Heroes Avengers: Infinity War movie.
Measures over 11” (30cm) high, 7” (20cm) wide and 8” (21cm) deep.",99.99,1004.0,8-14,Average
Marvel Super Heroes,Thanos: Ultimate Battle,"Fly into conflict on an uncharted planet aboard The Guardians’ Ship with Iron Man, Star-Lord and Gamora in this LEGO® Marvel Super Heroes 76107 Thanos: Ultimate Battle set. The Guardians’ Ship features an opening cockpit for 2 minifigures seated on the space scooter, stud shooters, plus an opening rear compartment with capacity for 2 minifigures and the Infinity Gauntlet and stand. The Infinity Gauntlet, which has attachment points for the included Infinity Stone and other collectable Infinity Stone elements, can be attached to the Thanos big figure. This exciting set features 3 minifigures with assorted weapons and 10 Power Burst elements.
Includes 3 minifigures: Iron Man, Star-Lord and Gamora, plus a Thanos big figure.
The Guardians’ Ship features an opening cockpit for the space scooter (and 2 minifigures sitting on the scooter), flip-up windshield, opening rear compartment with 2 minifigure seats, removable roof and space for the Infinity Gauntlet and stand, 2 stud shooters, adjustable wings and a connection point for the escape pod (featured in 76102 Thor's Weapon Quest).
Space scooter features 2 minifigure seats, attachment points for Star-Lord and Gamora’s weapons, and a detachable sword.
Thanos big figure comes with a gold-colored Infinity Gauntlet (with attachment points for the included Infinity Stone and 5 other collectable Infinity Stone elements), gauntlet stand and a sword.
Replace Thanos' left hand with the Infinity Gauntlet.
Weapons include Star-Lord's 2 laser guns and Gamora's sword.
Also includes 10 assorted translucent-blue Power Burst elements to customize your builds and minifigures.
Recreate thrilling scenes from the Marvel Super Heroes Avengers: Infinity War movie.
The Guardians’ Ship measures over 3” (9cm) high, 8” (22cm) long and 18” (46cm) wide.
Space scooter measures over 1” (5cm) high, 1” (5cm) long and under 1” (2cm) wide.
Infinity Gauntlet and stand measure over 1” (4cm) high, 1” (3cm) wide and 1” (3cm) deep.",69.99,674.0,8-14,Average
Marvel Super Heroes,Corvus Glaive Thresher Attack,"Stage an awesome battle at the Wakandan wall with Vision, Shuri and Black Panther against Corvus Glaive and an Outrider with this LEGO® Marvel Super Heroes 76103 Corvus Glaive Thresher Attack set. The wall features a lever-operated opening gate, tower with rotating, dual stud-shooting turrets, hidden disc shooter, Wakandan lab with flip function and the Infinity Stone element. The bad guys are attacking with a Thresher launcher—hit the right spot on the wall with the Thresher to activate the lab’s flip function. This super hero toy also includes 5 minifigures.
Includes 5 minifigures: Vision, Shuri, Black Panther, Corvus Glaive and an Outrider.
Wakandan wall features a lever-operated opening gate, tower with 2 rotating, dual stud-shooting turrets, hidden disc shooter, hinged wall section, Wakandan lab with minifigure seat, desk and 2 computer screen elements, flip function and the Infinity Stone element.
Also includes a Thresher and Thresher launcher with trigger and jungle camouflage elements.
Aim the Thresher at the wall to activate the lab's flip function.
Weapons include Shuri’s 2 gauntlets and Corvus Glaive’s staff.
The new-for-March-2018 Outrider minifigure has 6 arms.
Attach multiple sets to each other to expand the Wakanda wall.
Recreate thrilling scenes from the Marvel Super Heroes Avengers: Infinity War movie.
Wakandan wall measures over 7” (20cm) high, 9” (25cm) wide and 3” (9cm) deep.
Thresher launcher measures over 1” (5cm) high, 3” (8cm) wide and 4” (12cm) deep.
Thresher measures over 2” (7cm) high, 2” (7cm) long and 1” (4cm) wide.",39.99,416.0,7-14,Average
Marvel Super Heroes,The Hulkbuster Smash-Up,"Overpower Proxima Midnight and the Outrider with Bruce Banner’s Hulkbuster in this LEGO® Marvel Super Heroes 76104 The Hulkbuster Smash-Up set. The posable Hulkbuster features an opening minifigure cockpit and bashing arm function. This action-packed set also includes a ball-shooting gun turret with an opening rear compartment containing the Infinity Stone element, Falcon's buildable wings with a detachable Redwing drone element and 4 minifigures.
Includes 4 minifigures: Bruce Banner, Falcon, Proxima Midnight and an Outrider.
Hulkbuster features an opening minifigure cockpit, wheel-operated bashing arm function and posable fingers, arms and legs.
Gun turret features a minifigure seat, ball shooter and an opening rear compartment containing the Infinity Stone element.
Includes Proxima Midnight's spear and Falcon's buildable wings with a detachable Redwing drone element.
The new-for-March-2018 Outrider minifigure has 6 arms.
Play out thrilling scenes inspired by the Marvel Super Heroes Avengers: Infinity War movie.
Hulkbuster measures over 5” (14cm) high, 2” (7cm) long and 6” (16cm) wide.
Gun turret measures over 3” (8cm) high, 4” (11cm) wide and 1” (5cm) deep..",29.99,375.0,7-14,Easy
Marvel Super Heroes,Thor's Weapon Quest,"Join Thor, Rocket and Groot on a thrilling Avengers mission with LEGO® Marvel Super Heroes 76102 Thor’s Weapon Quest. This super hero toy features an Escape Pod with an opening cockpit for 3 minifigures and 2 stud shooters, plus a space station with a cosmic power source, weapon and features, the Infinity Stone element and stand, 3 minifigures and 10 Power Burst elements.
Includes 3 minifigures: Thor, Rocket and Groot (new-for-March-2018 teenage version).
Escape Pod features an opening cockpit, detachable roof and 2 stud shooters.
Open the cockpit’s front and rear windshields and lift off the roof to place all 3 minfigures inside.
Space station features a cosmic power source, 2 energy coils, weapon reveal function, and the Infinity Stone element and stand.
Includes Rocket's gun and Groot's extended vine arm element.
Also includes 10 assorted translucent-blue Power Burst elements to customize your builds and minifigures.
Escape Pod can be connected to The Guardians’ Ship in 76107 Thanos: Ultimate Battle.
Recreate thrilling scenes from the Marvel Super Heroes Avengers: Infinity War movie.
Escape Pod measures over 2” (7cm) high, 5” (13cm) long and 4” (11cm) wide.
Space station measures over 1” (5cm) high, 2” (7cm) wide and 3” (8cm) deep.",19.99,223.0,6-12,Easy
Marvel Super Heroes,Outrider Dropship Attack,"Join Captain America and Black Widow’s battle to repel the Outriders and save Wakanda with this action-packed LEGO® Marvel Super Heroes 76101 Outrider Dropship Attack set!
Includes 4 minifigures: Captain America, Black Widow and 2 Outriders.
Dropship features an opening dual minifigure cockpit with the Infinity Stone element on a stand, foldout sides and 2 stud shooters.
Weapons include Captain America’s 2 Wakandan Shields and Black Widow's 2 batons.
The new-for-March-2018 Outrider minifigures each have 6 arms.
Recreate thrilling scenes from the Marvel Super Heroes Avengers: Infinity War movie.
Dropship measures over 4” (12cm) high, 2” (7cm) long and 2” (6cm) wide, and 1” (4cm) high, 7” (19cm) long and 9” (23cm) with sides folded out.",14.99,124.0,6-12,Easy
Marvel Super Heroes,Thor vs. Hulk: Arena Clash,"Role-play an arena duel between Thor and Hulk and then team up with these two old friends to topple Grandmaster. This awesome LEGO® Marvel Super Heroes Thor vs. Hulk: Arena Clash set features an arena with a sliding gate, secret weapons rack, 2 toppling pillars, smash-function wall and an opening prison cell. Use Thor’s super jumper to knock Grandmaster off his throne and Loki off his seat. Includes 4 minifigures plus a Hulk big figure with assorted weapons and accessories to intensify the action play.
Build the Grandmaster’s arena and stage an epic super hero showdown!
As featured in the Thor: Ragnarok movie
Includes Thor, Loki, Grandmaster and Sakaarian Guard minifigures, plus a Hulk big figure
LEGO Marvel Super Heroes building toys are compatible with all LEGO construction sets for creative building
The arena is over 7” high, 15” wide and 2” deep when opened
492 pieces – For LEGO fans between the ages of 7 and 14 years old",59.99,492.0,7-14,Average
